name,#,wpm,accuracy,raw,date,consistency
Fulminaire,2431,180.80,100.00%,180.80,88.77%,26 Oct 2022,10:19
Allen4L,2432,180.80,100.00%,180.80,89.31%,30 Sep 2022,23:23
Hakkin,2433,180.80,100.00%,180.80,92.54%,20 Aug 2022,10:58
roer,2434,180.80,100.00%,180.80,88.77%,20 Aug 2022,06:20
Wanna,2435,180.80,100.00%,180.80,87.07%,08 Aug 2022,12:55
TJ_Barbwire,2436,180.80,100.00%,180.80,88.77%,08 Aug 2022,02:23
Cuzzie,2437,180.80,100.00%,180.80,93.38%,08 Jul 2022,02:39
grapefro0t,2438,180.80,100.00%,180.80,90.47%,06 Jul 2022,16:13
memocato,2439,180.80,100.00%,180.80,90.78%,23 Jun 2022,15:32
JordiTyper,2440,180.80,100.00%,180.80,92.95%,20 Jun 2022,21:55
nuggetsharambe,2441,180.80,100.00%,180.80,92.16%,09 Jun 2022,16:44
niraaf,2442,180.80,100.00%,180.80,89.31%,20 Apr 2022,20:43
averageiwnl,2443,180.80,100.00%,180.80,91.79%,18 Apr 2022,04:35
Alsrb,2444,180.80,100.00%,180.80,87.30%,05 Apr 2022,11:21
AlmightyShrk,2445,180.80,100.00%,180.80,89.87%,10 Jan 2022,03:58
DazedBacon,2446,180.80,100.00%,180.80,89.59%,15 Dec 2021,07:06
Daniel361,2447,180.80,100.00%,180.80,88.51%,17 Oct 2021,20:43
antelante,2448,180.80,100.00%,180.80,88.77%,30 Sep 2021,18:25
totalrock123,2449,180.80,99.57%,184.00,88.92%,10 Jun 2023,17:10
MySTerY1724,2450,180.80,99.56%,180.80,90.39%,10 Jun 2023,07:32
MySTerY1724,2450,180.80,99.56%,180.80,90.39%,10 Jun 2023,07:32
rezenee,2451,180.80,99.56%,180.80,86.81%,13 Jan 2023,14:02
Emmysterious,2452,180.80,99.56%,180.80,85.95%,18 Aug 2022,23:33
chi3i,2453,180.80,99.56%,181.60,86.38%,11 Jan 2022,08:03
nadanio,2454,180.80,99.15%,187.20,88.11%,09 Aug 2022,21:28
Thingied,2455,180.80,99.13%,184.80,81.97%,28 Jan 2023,23:27
ggvrockman,2456,180.80,99.12%,180.80,84.96%,21 Sep 2022,18:44
jbb817,2457,180.80,99.12%,182.40,90.63%,08 Aug 2022,12:51
tofusama,2458,180.80,98.71%,185.60,89.75%,01 Jun 2023,01:38
ethan.ng,2459,180.80,98.71%,186.40,86.52%,26 Apr 2023,22:26
Averyy_,2460,180.80,98.71%,185.60,87.32%,25 Nov 2022,09:12
trader_joe,2461,180.80,98.70%,184.80,88.43%,21 Aug 2022,11:06
Mdswilhnt1,2462,180.80,98.26%,180.80,86.81%,17 Jul 2022,13:15
Chromata,2463,180.80,97.90%,190.40,89.49%,02 Feb 2023,05:19
tzyke,2464,180.80,97.88%,180.80,41.18%,15 Dec 2022,22:34
isaac_liuton,2465,180.80,97.49%,191.20,92.24%,02 Apr 2023,03:04
combyi,2466,180.80,97.45%,188.00,89.40%,01 Mar 2022,04:13
anusfingerer9,2467,180.80,97.44%,184.80,78.70%,13 Jul 2022,23:09
Viibrant,2468,180.80,96.69%,192.00,88.49%,16 Feb 2022,04:28
nerdycheetah13,2469,180.80,96.60%,188.00,91.70%,08 May 2023,19:50
k.m.,2470,180.80,96.60%,188.00,81.26%,08 Mar 2023,18:11
teknotic,2471,180.80,95.53%,192.00,67.68%,28 Nov 2021,21:52
ryandinh0905,2472,180.80,95.45%,192.80,85.36%,17 Dec 2022,20:06
hokifruit,2473,180.79,100.00%,180.79,90.47%,18 Dec 2023,17:26
MrLightBulb,2474,180.79,100.00%,180.79,87.77%,09 Dec 2023,02:56
Drano,2475,180.79,100.00%,180.79,84.39%,05 Dec 2023,01:32
CaffeineTweaker,2476,180.78,100.00%,180.78,91.79%,20 Dec 2023,18:20
rngai,2477,180.78,100.00%,180.78,90.78%,04 Nov 2023,19:10
yamajac,2478,180.78,100.00%,180.78,88.51%,03 Jun 2021,17:38
nzwl702,2479,180.78,100.00%,180.78,92.16%,20 Feb 2021,01:39
Graydonverse,2480,180.78,95.36%,180.78,84.99%,26 Sep 2023,00:48
Lexiphea,2481,180.77,100.00%,180.77,89.87%,17 Dec 2023,03:16
itsnicklol,2482,180.77,100.00%,180.77,91.79%,15 Nov 2023,07:59
MichaelTheTyper,2483,180.77,100.00%,180.77,91.44%,08 Nov 2023,17:42
Kronny,2484,180.77,100.00%,180.77,85.57%,01 Nov 2023,14:49
Sean2510,2485,180.77,99.12%,180.77,88.68%,06 Oct 2023,00:00
Jansen,2486,180.77,98.69%,183.17,90.29%,23 Oct 2023,14:05
asm983,2487,180.76,100.00%,180.76,89.04%,17 Dec 2023,22:45
carson-yg,2488,180.76,100.00%,180.76,90.17%,03 Oct 2023,18:53
ryurina23,2489,180.76,100.00%,180.76,88.01%,24 Aug 2023,12:34
paz10s,2490,180.76,100.00%,180.76,88.26%,29 Apr 2021,07:56
g.du,2491,180.76,99.13%,183.16,84.05%,08 Dec 2023,05:36
m1w,2492,180.75,100.00%,180.75,89.59%,02 Oct 2023,16:35
mechanhical,2493,180.75,100.00%,180.75,90.17%,02 May 2021,13:55
Lemonade168,2494,180.75,99.56%,180.75,87.49%,28 Sep 2023,13:12
iii,2495,180.75,99.13%,183.95,91.52%,31 Aug 2023,19:47
trombolone,2496,180.75,98.71%,185.55,87.76%,13 Dec 2023,11:40
poooooooob,2497,180.75,98.70%,184.75,94.81%,05 May 2021,19:16
whiff,2498,180.75,98.27%,183.95,81.36%,04 Dec 2023,22:58
tcA,2499,180.74,100.00%,180.74,91.44%,04 Nov 2023,20:40
-Tempest-,2500,180.74,100.00%,180.74,88.26%,16 Oct 2023,20:32
-Tempest-,2500,180.74,100.00%,180.74,88.26%,16 Oct 2023,20:32
lz4,2501,180.74,100.00%,180.74,87.30%,22 Sep 2023,13:51
kevinro,2502,180.74,100.00%,180.74,90.78%,11 Jun 2021,18:30
rohindian,2503,180.74,97.89%,189.54,88.40%,02 Jul 2021,01:03
RROOYY,2504,180.74,97.85%,186.34,92.25%,30 Nov 2023,11:11
lingping,2505,180.74,96.36%,197.53,90.63%,09 Nov 2023,00:57
chrisdiamond10,2506,180.73,100.00%,180.73,90.78%,02 Oct 2023,09:23
jennyxuwu,2507,180.73,99.56%,180.73,86.81%,23 Nov 2020,01:42
Winterries,2508,180.73,99.12%,180.73,85.15%,23 Dec 2023,00:20
Abbysparky,2509,180.72,100.00%,180.72,87.53%,22 Nov 2023,23:39
KiwiTypesFast,2510,180.72,99.56%,180.72,87.26%,03 Oct 2023,13:02
TheMan64.82,2511,180.71,100.00%,180.71,88.26%,22 Nov 2023,05:27
Regor,2512,180.71,99.13%,183.11,90.90%,04 Aug 2023,05:38
Endeor,2513,180.70,98.71%,185.50,90.90%,18 Oct 2023,16:54
B4n8X,2514,180.70,96.72%,195.09,85.54%,01 Nov 2023,05:09
DanielNoob,2515,180.69,100.00%,180.69,89.87%,14 Aug 2023,22:45
breadone2,2516,180.69,100.00%,180.69,89.87%,21 Jul 2021,18:34
chahu418,2517,180.68,100.00%,180.68,84.58%,14 Jul 2023,00:16
HasanJ,2518,180.68,100.00%,180.68,87.77%,11 Jun 2023,05:57
zedf46,2519,180.68,100.00%,180.68,92.95%,28 May 2023,11:35
jo3i4hp9,2520,180.68,100.00%,180.68,88.01%,21 May 2023,22:17
AlezFPS,2521,180.68,100.00%,180.68,90.78%,10 May 2023,12:54
wangben18,2522,180.68,100.00%,180.68,92.95%,11 Apr 2023,13:35
lordhunter,2523,180.68,100.00%,180.68,90.47%,01 Feb 2023,11:53
maik0,2524,180.68,100.00%,180.68,92.54%,20 Jan 2023,23:23
Lalith,2525,180.68,100.00%,180.68,91.44%,25 Nov 2022,21:20
brookwin,2526,180.68,100.00%,180.68,89.31%,24 Nov 2022,21:00
brandished,2527,180.68,100.00%,180.68,92.16%,09 Nov 2022,19:08
alleud,2528,180.68,100.00%,180.68,88.01%,29 Sep 2022,21:42
nadav,2529,180.68,100.00%,180.68,87.53%,25 Feb 2022,18:49
chuzz,2530,180.68,100.00%,180.68,90.47%,08 Nov 2021,19:21
nyfee,2531,180.68,100.00%,180.68,90.17%,12 May 2021,22:04
batman_655,2532,180.68,99.56%,181.48,91.69%,07 Jun 2023,20:04
AshtonzE,2533,180.68,99.56%,183.08,89.18%,26 Mar 2023,14:50
hag1,2534,180.68,98.71%,186.28,90.06%,05 Jun 2023,05:15
nmrvortex,2535,180.68,98.71%,186.28,90.94%,19 Mar 2023,03:24
nakiriayame,2536,180.68,98.71%,185.48,91.21%,01 Jan 2023,12:47
BlazeEncryptor,2537,180.68,98.71%,186.28,91.25%,15 May 2022,12:55
Iam,2538,180.68,98.71%,185.48,91.57%,04 Jan 2022,18:21
iasu,2539,180.68,98.71%,186.28,91.25%,28 Sep 2021,13:36
Laimm,2540,180.68,98.70%,184.68,90.28%,01 Jul 2023,18:52
iiLeafy,2541,180.68,98.70%,181.48,84.05%,14 Apr 2023,16:01
papkorio,2542,180.68,98.70%,184.68,90.00%,13 Nov 2022,23:32
tilt56,2543,180.68,98.70%,183.88,89.44%,23 Jun 2022,01:41
spookedpotato,2544,180.68,98.27%,180.68,78.42%,21 Dec 2023,18:08
Junothan,2545,180.68,98.26%,180.68,82.88%,13 Feb 2023,23:14
Eax2078,2546,180.68,97.41%,180.68,87.10%,01 Dec 2021,08:10
BagelBug,2547,180.68,95.82%,191.07,81.32%,01 Mar 2022,18:35
BrodieAtSchool,2548,180.67,100.00%,180.67,88.26%,29 Sep 2023,14:14
Mansive,2549,180.67,100.00%,180.67,92.95%,11 May 2021,22:01
alexandernator,2550,180.66,100.00%,180.66,91.79%,01 Nov 2023,10:40
alexandernator,2550,180.66,100.00%,180.66,91.79%,01 Nov 2023,10:40
JJae,2551,180.66,100.00%,180.66,92.16%,12 Nov 2020,20:54
nusensei,2552,180.63,100.00%,180.63,93.84%,15 Oct 2023,02:36
expiredcheese,2553,180.62,98.71%,184.61,83.00%,07 Dec 2023,16:59
RaxRex,2554,180.60,100.00%,180.60,90.78%,12 Sep 2023,08:08
arafat2006,2555,180.60,97.08%,191.79,51.72%,01 Oct 2023,00:21
ivanyhl,2556,180.58,100.00%,180.58,87.30%,03 Dec 2023,07:28
Terabyte8053,2557,180.56,100.00%,180.56,90.47%,04 Oct 2023,14:43
metric_space,2558,180.56,100.00%,180.56,92.54%,21 Sep 2022,19:23
TheSabe,2559,180.56,100.00%,180.56,92.95%,02 Mar 2022,18:33
vidgm_hacker,2560,180.56,100.00%,180.56,90.17%,02 Dec 2021,05:36
rosyport,2561,180.56,100.00%,180.56,88.26%,07 Sep 2021,19:48
cretoid,2562,180.44,100.00%,180.44,86.19%,20 Apr 2022,07:15
reginadeleste,2563,180.44,100.00%,180.44,90.17%,21 Dec 2021,21:12
Reset,2564,180.32,100.00%,180.32,87.77%,24 Feb 2023,13:49
poghcamp,2565,180.32,98.71%,185.90,92.25%,09 Dec 2021,22:18
Stupidious,2566,180.20,100.00%,180.20,89.59%,24 Oct 2023,22:37
NotLivingPool,2567,180.00,100.00%,180.00,88.58%,09 Nov 2023,19:00
MrKamber,2568,180.00,100.00%,180.00,89.96%,24 Oct 2023,09:25
chefkev,2569,180.00,100.00%,180.00,87.35%,12 Jul 2023,15:15
Endhoriz0n,2570,180.00,100.00%,180.00,88.58%,03 Jul 2023,03:13
Osik,2571,180.00,100.00%,180.00,90.26%,24 Jun 2023,01:13
Loom981,2572,180.00,100.00%,180.00,90.89%,12 Jun 2023,22:11
O780,2573,180.00,100.00%,180.00,90.57%,06 Jun 2023,17:55
CrusaderAkiara,2574,180.00,100.00%,180.00,91.57%,25 May 2023,12:29
gongibongi,2575,180.00,100.00%,180.00,89.96%,01 May 2023,15:09
DeLouuu,2576,180.00,100.00%,180.00,90.26%,07 Apr 2023,10:05
showmikgupta,2577,180.00,100.00%,180.00,88.58%,16 Mar 2023,19:31
Ekso,2578,180.00,100.00%,180.00,91.22%,14 Jan 2023,10:52
MrSilky,2579,180.00,100.00%,180.00,90.57%,17 Nov 2022,01:11
domsan08,2580,180.00,100.00%,180.00,88.07%,03 Nov 2022,05:56
seikoholic,2581,180.00,100.00%,180.00,91.57%,03 Oct 2022,14:54
z_ping,2582,180.00,100.00%,180.00,85.19%,14 Sep 2022,10:42
edwardlove,2583,180.00,100.00%,180.00,91.22%,09 Jul 2022,23:25
bloo__,2584,180.00,100.00%,180.00,89.96%,20 Jun 2022,21:21
khemgod,2585,180.00,100.00%,180.00,82.79%,19 Apr 2022,11:18
ZenCreepz,2586,180.00,100.00%,180.00,91.57%,24 Mar 2022,10:12
brebnan,2587,180.00,100.00%,180.00,87.12%,12 Mar 2022,16:18
ccs862,2588,180.00,100.00%,180.00,83.31%,15 Nov 2021,15:52
mikeychunks,2589,180.00,100.00%,180.00,89.96%,12 Feb 2021,12:36
oGrqpez,2590,180.00,99.56%,180.00,87.73%,05 Mar 2023,16:30
hanapanda,2591,180.00,99.56%,180.00,85.36%,27 Oct 2022,04:03
notbryan,2592,180.00,99.56%,180.00,81.95%,30 Aug 2022,03:25
dxl540,2593,180.00,99.13%,184.80,92.97%,18 May 2022,15:47
DHOANG_FANCLUB,2594,180.00,99.12%,180.00,87.49%,15 Oct 2020,23:23
xuenoodle,2595,180.00,98.71%,186.40,89.79%,30 Apr 2023,02:07
mateothegreat,2596,180.00,98.71%,186.40,91.57%,30 Apr 2023,00:27
caspr,2597,180.00,98.71%,185.60,90.60%,10 Jul 2022,17:22
inspirasian,2598,180.00,98.71%,185.60,89.22%,25 Oct 2021,18:06
overr,2599,180.00,98.70%,183.20,86.01%,05 May 2023,10:53
September_2021,2600,180.00,98.70%,184.00,87.25%,05 Dec 2022,17:02
September_2021,2600,180.00,98.70%,184.00,87.25%,05 Dec 2022,17:02
_Zap,2601,180.00,98.70%,184.00,92.60%,21 Sep 2021,02:44
fanticyze,2602,180.00,98.29%,186.40,83.82%,25 Jun 2023,21:18
hab,2603,180.00,98.28%,183.20,83.84%,03 Nov 2022,23:58
Tresp,2604,180.00,98.27%,184.80,92.21%,05 Oct 2022,23:41
Hypigeon,2605,180.00,98.25%,183.20,89.18%,26 Apr 2022,18:57
drackaris,2606,180.00,97.88%,187.20,89.50%,06 Jan 2022,22:42
fooji21,2607,180.00,97.85%,186.40,90.06%,07 Jul 2022,07:32
Acephalus,2608,180.00,97.41%,184.80,87.10%,04 Jul 2023,05:08
Vise,2609,180.00,96.28%,192.80,88.27%,29 Aug 2021,18:18
BrainLag,2610,180.00,96.17%,185.60,80.83%,04 Feb 2022,15:35
coolspotato,2611,180.00,95.42%,192.00,89.06%,11 Jun 2023,20:25
Rani,2612,180.00,94.69%,196.00,91.15%,31 Aug 2021,22:34
korite,2613,179.99,100.00%,179.99,93.56%,05 Nov 2023,06:13
Quantumm,2614,179.99,100.00%,179.99,92.70%,29 Oct 2023,17:05
xmyks,2615,179.99,100.00%,179.99,94.56%,23 Sep 2023,01:53
Mercurise,2616,179.99,100.00%,179.99,88.84%,08 Sep 2023,12:20
Andrew2oh3,2617,179.99,98.70%,184.79,86.01%,16 Aug 2023,00:37
sehoon,2618,179.98,99.13%,183.98,91.87%,26 Oct 2023,15:27
bvw400,2619,179.98,98.73%,188.78,91.17%,25 Aug 2023,09:56
Tonels,2620,179.97,100.00%,179.97,87.35%,27 Oct 2023,20:53
penguinshade,2621,179.97,100.00%,179.97,89.39%,22 Aug 2023,11:45
RoastSea8,2622,179.97,99.56%,183.17,88.92%,01 Nov 2023,22:10
dantedante123,2623,179.97,99.56%,179.97,87.53%,22 Feb 2021,06:05
oneautumnleafs,2624,179.96,100.00%,179.96,90.26%,30 Nov 2023,13:43
Sparky983,2625,179.96,100.00%,179.96,87.12%,17 Nov 2023,19:01
caleb.r,2626,179.96,100.00%,179.96,91.22%,17 Nov 2023,13:57
haipongg,2627,179.96,100.00%,179.96,86.23%,16 Apr 2021,11:00
echowave,2628,179.96,99.56%,179.96,86.19%,06 Dec 2023,11:02
Quitty,2629,179.96,98.71%,185.56,93.38%,07 Dec 2023,16:27
Boiling_Butter,2630,179.95,100.00%,179.95,84.04%,17 Oct 2023,17:46
Maximus1729,2631,179.95,100.00%,179.95,90.57%,17 Oct 2023,13:55
viivi,2632,179.95,100.00%,179.95,89.67%,12 Oct 2023,18:39
robcuneo,2633,179.95,100.00%,179.95,87.59%,26 Sep 2023,20:26
frKYLE,2634,179.95,100.00%,179.95,85.39%,19 Feb 2021,22:57
mangomizer,2635,179.95,98.70%,184.75,92.97%,09 Nov 2023,16:31
cheezy40123,2636,179.95,98.70%,184.75,92.21%,10 Oct 2023,13:46
insanetyper,2637,179.94,100.00%,179.94,91.93%,12 Nov 2023,07:43
lanceybubu,2638,179.94,100.00%,179.94,89.39%,07 Nov 2023,09:18
Torinitei,2639,179.94,100.00%,179.94,92.30%,10 Oct 2023,05:16
kylito,2640,179.94,100.00%,179.94,90.89%,30 Sep 2023,17:45
misun,2641,179.94,100.00%,179.94,86.67%,27 Jun 2021,18:04
brack_obunga,2642,179.94,98.70%,184.74,89.45%,20 Nov 2023,18:07
bmunhall,2643,179.94,98.69%,183.13,85.96%,11 Dec 2023,18:04
infernutal,2644,179.94,96.20%,189.54,89.61%,07 Sep 2023,11:49
IIIIIIIIIIIII,2645,179.93,100.00%,179.93,85.81%,31 Aug 2023,03:31
Chillax2641,2646,179.93,99.12%,179.93,81.65%,07 Nov 2023,08:43
LostCTRL,2647,179.93,98.71%,186.33,93.41%,13 Nov 2023,13:50
MrHamsterTV,2648,179.93,98.70%,184.73,90.88%,01 Aug 2023,22:18
randomcookies,2649,179.92,97.48%,190.31,78.43%,04 Dec 2023,21:23
Land,2650,179.91,100.00%,179.91,87.35%,15 Dec 2023,02:15
Land,2650,179.91,100.00%,179.91,87.35%,15 Dec 2023,02:15
SHEEP.,2651,179.91,100.00%,179.91,94.56%,09 Sep 2023,20:12
Vael,2652,179.91,99.14%,185.50,91.53%,29 Nov 2023,05:24
lubi222,2653,179.91,97.48%,190.31,90.00%,15 Nov 2023,15:33
HoodedTissue,2654,179.90,100.00%,179.90,89.67%,25 Oct 2023,22:34
aibou,2655,179.89,99.56%,180.69,91.44%,06 Dec 2023,01:49
LadRequis,2656,179.89,98.70%,183.89,86.81%,31 Aug 2023,21:50
WackyHatter,2657,179.88,100.00%,179.88,91.57%,19 Jul 2023,00:50
NEEL_WALSE,2658,179.88,100.00%,179.88,89.67%,09 May 2023,13:58
Millie,2659,179.88,100.00%,179.88,86.67%,27 Mar 2023,09:49
boodrift,2660,179.88,100.00%,179.88,83.49%,25 Feb 2023,16:59
erinish,2661,179.88,100.00%,179.88,91.93%,03 Feb 2023,20:10
cooplucas1,2662,179.88,100.00%,179.88,90.26%,06 Dec 2022,01:13
khakisausage7,2663,179.88,100.00%,179.88,87.83%,21 Sep 2022,20:02
Weddells,2664,179.88,100.00%,179.88,92.70%,10 Aug 2022,14:34
salcedosauce,2665,179.88,100.00%,179.88,89.39%,22 Jul 2022,22:17
Golgi_Body,2666,179.88,100.00%,179.88,91.22%,24 May 2022,14:32
Reidorra,2667,179.88,100.00%,179.88,93.56%,10 Feb 2022,11:04
stpn97,2668,179.88,100.00%,179.88,91.93%,26 Dec 2021,19:21
matthewhdtran,2669,179.88,100.00%,179.88,90.26%,20 Oct 2021,14:07
just.shan2,2670,179.88,100.00%,179.88,90.89%,28 Sep 2021,00:45
zi_,2671,179.88,100.00%,179.88,85.81%,24 Aug 2021,12:33
INeedAnAbg,2672,179.88,99.56%,179.88,88.26%,13 Nov 2023,10:33
CharlieUK,2673,179.88,99.56%,183.08,89.18%,27 Jun 2023,07:23
fpumpkine,2674,179.88,99.56%,179.88,89.87%,22 Sep 2021,20:05
asisakui,2675,179.88,99.13%,183.08,87.70%,18 Jul 2022,03:14
pekkakalastusven,2676,179.88,99.12%,179.88,79.45%,03 Dec 2022,09:54
tailcatch,2677,179.88,98.68%,179.88,85.95%,03 Jan 2023,19:58
NinjaZ,2678,179.88,98.32%,190.27,94.43%,13 Apr 2023,07:28
sk9991,2679,179.88,98.27%,183.88,89.45%,28 Jun 2022,15:08
Shaneeee,2680,179.88,97.89%,189.47,89.11%,15 Sep 2022,11:13
Lex106,2681,179.88,97.49%,191.07,91.59%,04 Dec 2021,03:05
xgon,2682,179.88,97.48%,190.27,86.03%,13 Mar 2023,08:08
Finnegan16,2683,179.88,97.47%,189.47,91.29%,02 Sep 2022,19:26
kjoe,2684,179.88,97.06%,190.27,92.07%,25 May 2023,12:56
peouq,2685,179.87,100.00%,179.87,92.30%,02 Oct 2023,01:20
Ethan___,2686,179.86,100.00%,179.86,86.89%,29 Sep 2023,10:48
Tomams,2687,179.86,100.00%,179.86,91.93%,22 Sep 2023,22:30
calvinsong,2688,179.85,100.00%,179.85,91.22%,18 Oct 2023,17:47
SpaghettiSpider,2689,179.85,98.70%,184.65,82.45%,26 Oct 2023,14:03
Bobtypes1wpm,2690,179.85,98.68%,179.85,89.47%,06 Sep 2023,13:13
quevdev,2691,179.83,100.00%,179.83,91.57%,01 Sep 2023,13:54
mjmonkey888,2692,179.82,100.00%,179.82,90.57%,16 Nov 2023,17:31
luhmao,2693,179.82,100.00%,179.82,87.59%,28 Sep 2023,14:14
PoohQue,2694,179.82,100.00%,179.82,91.57%,03 Jul 2021,00:17
dreamgaze,2695,179.81,97.46%,188.60,87.84%,24 Sep 2023,01:22
cshiony,2696,179.76,100.00%,179.76,88.84%,07 Nov 2023,11:45
abmedina,2697,179.76,100.00%,179.76,91.93%,21 May 2023,20:02
mickmousemoose,2698,179.76,100.00%,179.76,89.11%,20 Apr 2022,03:41
Orest,2699,179.76,99.56%,179.76,80.27%,23 Apr 2023,23:40
egoslayer,2700,179.76,99.12%,179.76,85.15%,02 Apr 2022,11:50
egoslayer,2700,179.76,99.12%,179.76,85.15%,02 Apr 2022,11:50
Alpie_,2701,179.76,98.71%,185.35,88.47%,27 Oct 2021,07:11
enter_in4k,2702,179.75,100.00%,179.75,86.23%,04 Oct 2023,11:02
besttyper132,2703,179.72,98.25%,182.91,89.72%,26 Oct 2023,13:05
MattDa,2704,179.68,99.13%,183.67,85.78%,19 Dec 2023,09:02
DinoType,2705,179.64,100.00%,179.64,91.93%,11 Mar 2022,12:16
SpicyDumpwing,2706,179.64,98.70%,183.63,90.28%,04 Apr 2023,01:14
asciiman,2707,179.64,97.49%,190.82,85.97%,26 Nov 2022,11:58
Tox,2708,179.64,97.42%,186.03,89.26%,05 Sep 2022,19:20
Monkeytyper2718,2709,179.40,99.12%,181.00,88.46%,12 Jun 2023,10:23
cece,2710,179.21,100.00%,179.21,88.67%,11 Jul 2021,02:06
PaLaS0,2711,179.20,100.00%,179.20,88.15%,08 Jul 2023,10:55
Oopsitsdeleted,2712,179.20,100.00%,179.20,90.38%,26 May 2023,00:24
020m,2713,179.20,100.00%,179.20,93.78%,20 May 2023,17:33
Wump,2714,179.20,100.00%,179.20,92.09%,20 May 2023,13:54
hungye,2715,179.20,100.00%,179.20,90.70%,13 Apr 2023,08:16
rephcongmon,2716,179.20,100.00%,179.20,90.70%,03 Apr 2023,22:24
qwl,2717,179.20,100.00%,179.20,91.03%,20 Mar 2023,12:46
maksimken,2718,179.20,100.00%,179.20,88.15%,04 Mar 2023,16:36
dpuk,2719,179.20,100.00%,179.20,91.37%,23 Dec 2022,17:16
cheetomans,2720,179.20,100.00%,179.20,90.70%,28 Nov 2022,21:54
khyf,2721,179.20,100.00%,179.20,90.38%,27 Nov 2022,12:30
irfansidik,2722,179.20,100.00%,179.20,91.72%,18 Oct 2022,08:29
Quasar_,2723,179.20,100.00%,179.20,89.78%,15 Sep 2022,20:21
wolowizard21,2724,179.20,100.00%,179.20,90.70%,12 Aug 2022,02:55
davythemonkey,2725,179.20,100.00%,179.20,86.50%,08 Jul 2022,22:31
SimonWithSandals,2726,179.20,100.00%,179.20,89.49%,18 Jun 2022,17:37
BubbaDubba,2727,179.20,100.00%,179.20,91.37%,06 May 2022,20:58
kuantae,2728,179.20,100.00%,179.20,92.48%,07 Apr 2022,06:16
unreality,2729,179.20,100.00%,179.20,90.70%,31 Mar 2022,17:14
trentdavis,2730,179.20,100.00%,179.20,89.78%,05 Nov 2021,10:34
rengulars1,2731,179.20,99.57%,184.00,90.28%,27 Jun 2023,22:00
chanceninh,2732,179.20,99.56%,183.20,88.17%,10 Mar 2023,20:17
DrNykerstein,2733,179.20,99.56%,179.20,86.89%,03 Jul 2022,15:14
nickyflash,2734,179.20,99.56%,179.20,91.93%,04 Nov 2021,15:27
monke_typer420,2735,179.20,99.13%,182.40,89.72%,07 Jul 2023,16:46
rtsng,2736,179.20,99.13%,183.20,88.92%,23 May 2023,09:52
etian,2737,179.20,99.13%,183.20,89.18%,07 Sep 2022,23:36
jeentype,2738,179.20,99.12%,179.20,88.26%,13 Mar 2023,19:36
defnotcat,2739,179.20,99.12%,179.20,85.57%,01 Jan 2023,20:33
Incursion,2740,179.20,99.12%,182.40,91.96%,11 Feb 2022,08:57
IsseBisse,2741,179.20,98.69%,183.20,84.78%,09 Jul 2023,18:39
joticrypto,2742,179.20,98.69%,183.20,90.29%,30 Mar 2023,16:41
worsttyperever,2743,179.20,98.69%,183.20,88.66%,25 Jan 2023,17:11
enigmaReborn,2744,179.20,98.69%,182.40,85.76%,02 Oct 2022,04:54
ergepard,2745,179.20,98.69%,183.20,92.26%,01 Sep 2022,04:27
Siva,2746,179.20,98.69%,183.20,86.80%,30 May 2022,22:17
kel,2747,179.20,98.69%,183.20,90.59%,11 Nov 2021,14:11
Annonay,2748,179.20,98.69%,183.20,87.02%,28 Jul 2021,12:17
notJackL3,2749,179.20,98.68%,180.00,80.87%,15 Mar 2023,02:41
ilujan,2750,179.20,98.68%,181.60,89.52%,14 Aug 2022,23:13
ilujan,2750,179.20,98.68%,181.60,89.52%,14 Aug 2022,23:13
Gillesvdw,2751,179.20,98.26%,183.20,91.20%,16 Mar 2022,07:46
PIKTWS,2752,179.20,97.87%,182.40,79.86%,03 Feb 2022,09:03
rooibosriot,2753,179.20,97.87%,188.00,91.70%,06 Dec 2021,16:43
LaVerum,2754,179.20,97.40%,184.80,87.96%,16 Mar 2023,20:38
monkey_coder123,2755,179.20,97.39%,184.00,87.70%,05 Jun 2023,06:48
Dranonite,2756,179.20,97.39%,184.00,87.70%,04 Sep 2021,18:47
cheezy__,2757,179.20,97.03%,188.80,92.49%,25 Jul 2023,14:21
TSMBigNick,2758,179.20,96.65%,190.40,91.28%,15 Jun 2023,12:15
Kuderic,2759,179.20,94.94%,188.80,87.73%,28 May 2023,00:59
TIG002,2760,179.19,100.00%,179.19,85.85%,05 Aug 2023,18:17
DWT,2761,179.19,99.12%,179.19,84.58%,01 Nov 2023,21:06
Aqrem,2762,179.19,98.70%,184.79,88.19%,21 Oct 2023,18:47
boonpasin,2763,179.19,98.69%,183.19,90.00%,11 Dec 2023,08:23
WhymustIdothis,2764,179.19,98.68%,179.19,81.80%,22 Sep 2023,12:11
rombus,2765,179.19,97.50%,191.99,90.59%,21 Nov 2023,02:05
forj,2766,179.19,97.06%,187.99,84.76%,01 Jun 2021,06:13
jiejuntan,2767,179.18,100.00%,179.18,90.08%,13 Dec 2023,16:32
ngu-khoi,2768,179.18,99.56%,180.78,90.47%,23 Aug 2023,23:13
AztroJR1,2769,179.18,99.12%,179.18,87.07%,15 Nov 2023,12:23
A1MPlayz,2770,179.18,98.68%,179.18,84.02%,19 May 2021,00:47
keyjin,2771,179.18,98.26%,183.98,91.20%,14 Sep 2023,07:44
borna12322,2772,179.18,97.92%,191.98,91.46%,10 Aug 2023,05:16
NQBOYY,2773,179.17,100.00%,179.17,88.67%,14 Dec 2023,18:22
